src,dst,anchor,internal
/blog/what-are-assisted-sleep-associations,/blog,Product Reviews,True
/blog/what-are-assisted-sleep-associations,/blog,Sleep Environment,True
/blog/what-are-assisted-sleep-associations,/blog,Sleep Products,True
/blog/what-are-assisted-sleep-associations,/blog,Sleep Regressions,True
/blog/what-are-assisted-sleep-associations,/blog,Sleep Safety,True
/blog/what-are-assisted-sleep-associations,/blog,Transitions,True
/blog/what-are-assisted-sleep-associations,/author/sally-woods,,True
/blog/what-are-assisted-sleep-associations,/contact,Contact Us,True
/snooze,/,,True
/snooze,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/snooze,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/snooze,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/snooze,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/snooze,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/snooze,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/snooze,/blog,Blog,True
/snooze,/about-sally,About,True
/snooze,/login,Log In,True
/snooze,/resource_redirect/offers/6irarwak,Join Snooze,True
/snooze,/contact,Contact Us,True
/snooze,/offers/4zhpsrcs,Book a Consultation,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/,,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,Blog,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/about-sally,About,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/login,Log In,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/resource_redirect/offers/6irarwak,Join Snooze,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,5 Month To 2 Years,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,Fourth Trimester,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/offers/4zhpsrcs,Ready for a call?,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,5-12 Months,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,Infants,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,Naps,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,Product Reviews,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,Sleep Environment,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,Sleep Products,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,Sleep Regressions,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,Sleep Safety,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/blog,Transitions,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/author/sally-woods,,True
/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,/contact,Contact Us,True
/newsletters/the-snooze-news,/,,True
/newsletters/the-snooze-news,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/newsletters/the-snooze-news,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/newsletters/the-snooze-news,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/newsletters/the-snooze-news,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/newsletters/the-snooze-news,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/newsletters/the-snooze-news,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/newsletters/the-snooze-news,/blog,Blog,True
/newsletters/the-snooze-news,/about-sally,About,True
/newsletters/the-snooze-news,/login,Log In,True
/newsletters/the-snooze-news,/resource_redirect/offers/6irarwak,Join Snooze,True
/newsletters/the-snooze-news,/contact,Contact Us,True
/newsletters/the-snooze-news,/offers/4zhpsrcs,Book a Consultation,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/,,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,Blog,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/about-sally,About,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/login,Log In,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/resource_redirect/offers/6irarwak,Join Snooze,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,5 Month To 2 Years,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,Fourth Trimester,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,Transitions,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,5-12 Months,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,Infants,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,Naps,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,Product Reviews,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,Sleep Environment,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,Sleep Products,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,Sleep Regressions,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/blog,Sleep Safety,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/author/sally-woods,,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/contact,Contact Us,True
/blog/shifting-your-babys-bedtime-for-daylight-savings,/offers/4zhpsrcs,Book a Consultation,True
/downloads/baby-sleep-guide-5-to-12-months,/,,True
/downloads/baby-sleep-guide-5-to-12-months,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/downloads/baby-sleep-guide-5-to-12-months,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/downloads/baby-sleep-guide-5-to-12-months,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/downloads/baby-sleep-guide-5-to-12-months,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/downloads/baby-sleep-guide-5-to-12-months,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/downloads/baby-sleep-guide-5-to-12-months,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/downloads/baby-sleep-guide-5-to-12-months,/blog,Blog,True
/downloads/baby-sleep-guide-5-to-12-months,/about-sally,About,True
/downloads/baby-sleep-guide-5-to-12-months,/login,Log In,True
/downloads/baby-sleep-guide-5-to-12-months,/resource_redirect/offers/6irarwak,Join Snooze,True
/downloads/baby-sleep-guide-5-to-12-months,/password/new,Forgot Password,True
/downloads/baby-sleep-guide-5-to-12-months,/contact,Contact Us,True
/downloads/baby-sleep-guide-5-to-12-months,/offers/4zhpsrcs,Book a Consultation,True
/products/5-12-month-sleep-training-course,/,,True
/products/5-12-month-sleep-training-course,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/products/5-12-month-sleep-training-course,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/products/5-12-month-sleep-training-course,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/products/5-12-month-sleep-training-course,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/products/5-12-month-sleep-training-course,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/products/5-12-month-sleep-training-course,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/products/5-12-month-sleep-training-course,/blog,Blog,True
/products/5-12-month-sleep-training-course,/about-sally,About,True
/products/5-12-month-sleep-training-course,/login,Log In,True
/products/5-12-month-sleep-training-course,/resource_redirect/offers/6irarwak,Join Snooze,True
/products/5-12-month-sleep-training-course,/password/new,Forgot Password,True
/products/5-12-month-sleep-training-course,/contact,Contact Us,True
/products/5-12-month-sleep-training-course,/offers/4zhpsrcs,Book a Consultation,True
/account,/,,True
/account,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/account,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/account,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/account,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/account,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/account,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/account,/blog,Blog,True
/account,/about-sally,About,True
/account,/login,Log In,True
/account,/resource_redirect/offers/6irarwak,Join Snooze,True
/account,/contact,Contact Us,True
/account,/offers/4zhpsrcs,Book a Consultation,True
/blog/guide-to-self-settling-sleep-cycles,/,,True
/blog/guide-to-self-settling-sleep-cycles,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/blog/guide-to-self-settling-sleep-cycles,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/blog/guide-to-self-settling-sleep-cycles,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/blog/guide-to-self-settling-sleep-cycles,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/blog/guide-to-self-settling-sleep-cycles,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/blog/guide-to-self-settling-sleep-cycles,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/blog/guide-to-self-settling-sleep-cycles,/blog,Blog,True
/blog/guide-to-self-settling-sleep-cycles,/about-sally,About,True
/blog/guide-to-self-settling-sleep-cycles,/login,Log In,True
/blog/guide-to-self-settling-sleep-cycles,/resource_redirect/offers/6irarwak,Join Snooze,True
/blog/guide-to-self-settling-sleep-cycles,/blog,5 Month To 2 Years,True
/blog/guide-to-self-settling-sleep-cycles,/product/5-12-month-baby-sleep-guide,5–12 month sleep guide,True
/blog/guide-to-self-settling-sleep-cycles,/blog/tips-for-managing-baby-early-wake-ups,Tips to Help Your Baby Avoid Early Wake-Ups.,True
/blog/guide-to-self-settling-sleep-cycles,/blog/baby-sleep-schedule-wake-windows-vs-clock-schedules,Master your babyes sleep schedule,True
/blog/guide-to-self-settling-sleep-cycles,/blog,5-12 Months,True
/blog/guide-to-self-settling-sleep-cycles,/blog,Fourth Trimester,True
/blog/guide-to-self-settling-sleep-cycles,/blog,Infants,True
/blog/guide-to-self-settling-sleep-cycles,/blog,Naps,True
/blog/guide-to-self-settling-sleep-cycles,/blog,Product Reviews,True
/blog/guide-to-self-settling-sleep-cycles,/blog,Sleep Environment,True
/blog/guide-to-self-settling-sleep-cycles,/blog,Sleep Products,True
/blog/guide-to-self-settling-sleep-cycles,/blog,Sleep Regressions,True
/blog/guide-to-self-settling-sleep-cycles,/blog,Sleep Safety,True
/blog/guide-to-self-settling-sleep-cycles,/blog,Transitions,True
/blog/guide-to-self-settling-sleep-cycles,/author/sally-woods,,True
/blog/guide-to-self-settling-sleep-cycles,/contact,Contact Us,True
/blog/guide-to-self-settling-sleep-cycles,/offers/4zhpsrcs,Book a Consultation,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/,,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,Blog,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/about-sally,About,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/login,Log In,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/resource_redirect/offers/6irarwak,Join Snooze,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,5 Month To 2 Years,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,Fourth Trimester,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,5-12 Months,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,Infants,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,Naps,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,Product Reviews,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,Sleep Environment,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,Sleep Products,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,Sleep Regressions,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,Sleep Safety,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/blog,Transitions,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/author/sally-woods,,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/contact,Contact Us,True
/blog/should-we-discourage-babys-thumb-and-finger-sucking,/offers/4zhpsrcs,Book a Consultation,True
/get-great-baby-sleep,/,,True
/get-great-baby-sleep,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/get-great-baby-sleep,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/get-great-baby-sleep,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/get-great-baby-sleep,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/get-great-baby-sleep,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/get-great-baby-sleep,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/get-great-baby-sleep,/blog,Blog,True
/get-great-baby-sleep,/about-sally,About,True
/get-great-baby-sleep,/login,Log In,True
/get-great-baby-sleep,/resource_redirect/offers/6irarwak,Join Snooze,True
/get-great-baby-sleep,/contact,Contact Us,True
/get-great-baby-sleep,/offers/4zhpsrcs,Book a Consultation,True
/products/the-snooze-method-5-12-month-sleep,/,,True
/products/the-snooze-method-5-12-month-sleep,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/products/the-snooze-method-5-12-month-sleep,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/products/the-snooze-method-5-12-month-sleep,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/products/the-snooze-method-5-12-month-sleep,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/products/the-snooze-method-5-12-month-sleep,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/products/the-snooze-method-5-12-month-sleep,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/products/the-snooze-method-5-12-month-sleep,/blog,Blog,True
/products/the-snooze-method-5-12-month-sleep,/about-sally,About,True
/products/the-snooze-method-5-12-month-sleep,/login,Log In,True
/products/the-snooze-method-5-12-month-sleep,/resource_redirect/offers/6irarwak,Join Snooze,True
/products/the-snooze-method-5-12-month-sleep,/password/new,Forgot Password,True
/products/the-snooze-method-5-12-month-sleep,/contact,Contact Us,True
/products/the-snooze-method-5-12-month-sleep,/offers/4zhpsrcs,Book a Consultation,True
/blog/4-month-regression-or-progression,/,,True
/blog/4-month-regression-or-progression,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/blog/4-month-regression-or-progression,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/blog/4-month-regression-or-progression,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/blog/4-month-regression-or-progression,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/blog/4-month-regression-or-progression,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/blog/4-month-regression-or-progression,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/blog/4-month-regression-or-progression,/blog,Blog,True
/blog/4-month-regression-or-progression,/about-sally,About,True
/blog/4-month-regression-or-progression,/login,Log In,True
/blog/4-month-regression-or-progression,/resource_redirect/offers/6irarwak,Join Snooze,True
/blog/4-month-regression-or-progression,/blog,Fourth Trimester,True
/blog/4-month-regression-or-progression,/blog,Sleep Regressions,True
/blog/4-month-regression-or-progression,/3-4-month-baby-sleep-course,The 3-4 Month Baby Sleep Course,True
/blog/4-month-regression-or-progression,/blog/how-to-make-change-when-the-4-month-sleep-regressions-hits,How to make change when the 4 month sleep regressions hits,True
/blog/4-month-regression-or-progression,/blog/guide-to-self-settling-sleep-cycles,"guide to self-settling, joining sleep cycles & consistent sc",True
/blog/4-month-regression-or-progression,/blog,5 Month To 2 Years,True
/blog/4-month-regression-or-progression,/blog,5-12 Months,True
/blog/4-month-regression-or-progression,/blog,Infants,True
/blog/4-month-regression-or-progression,/blog,Naps,True
/blog/4-month-regression-or-progression,/blog,Product Reviews,True
/blog/4-month-regression-or-progression,/blog,Sleep Environment,True
/blog/4-month-regression-or-progression,/blog,Sleep Products,True
/blog/4-month-regression-or-progression,/blog,Sleep Safety,True
/blog/4-month-regression-or-progression,/blog,Transitions,True
/blog/4-month-regression-or-progression,/author/sally-woods,,True
/blog/4-month-regression-or-progression,/contact,Contact Us,True
/blog/4-month-regression-or-progression,/offers/4zhpsrcs,Book a Consultation,True
/offers/6irarwak/checkout,/,,True
/offers/6irarwak/checkout,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/offers/6irarwak/checkout,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/offers/6irarwak/checkout,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/offers/6irarwak/checkout,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/offers/6irarwak/checkout,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/offers/6irarwak/checkout,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/offers/6irarwak/checkout,/blog,Blog,True
/offers/6irarwak/checkout,/about-sally,About,True
/offers/6irarwak/checkout,/login,Log In,True
/offers/6irarwak/checkout,/resource_redirect/offers/6irarwak,Join Snooze,True
/offers/6irarwak/checkout,/password/new,Forgot Password,True
/offers/6irarwak/checkout,/contact,Contact Us,True
/offers/6irarwak/checkout,/offers/4zhpsrcs,Book a Consultation,True
/offers/zaybidqh,/,,True
/offers/zaybidqh,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/offers/zaybidqh,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/offers/zaybidqh,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/offers/zaybidqh,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/offers/zaybidqh,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/offers/zaybidqh,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/offers/zaybidqh,/blog,Blog,True
/offers/zaybidqh,/about-sally,About,True
/offers/zaybidqh,/login,Log In,True
/offers/zaybidqh,/resource_redirect/offers/6irarwak,Join Snooze,True
/offers/zaybidqh,/password/new,Forgot Password,True
/offers/zaybidqh,/contact,Contact Us,True
/offers/zaybidqh,/offers/4zhpsrcs,Book a Consultation,True
/blog/the-power-of-calm-but-awake-for-babies,/,,True
/blog/the-power-of-calm-but-awake-for-babies,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/blog/the-power-of-calm-but-awake-for-babies,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/blog/the-power-of-calm-but-awake-for-babies,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/blog/the-power-of-calm-but-awake-for-babies,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/blog/the-power-of-calm-but-awake-for-babies,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/blog/the-power-of-calm-but-awake-for-babies,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,Blog,True
/blog/the-power-of-calm-but-awake-for-babies,/about-sally,About,True
/blog/the-power-of-calm-but-awake-for-babies,/login,Log In,True
/blog/the-power-of-calm-but-awake-for-babies,/resource_redirect/offers/6irarwak,Join Snooze,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,5 Month To 2 Years,True
/blog/the-power-of-calm-but-awake-for-babies,/offers/4zhpsrcs,Join a call with me,True
/blog/the-power-of-calm-but-awake-for-babies,/product/5-12-month-baby-sleep-guide,5-12 month sleep guide,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,5-12 Months,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,Fourth Trimester,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,Infants,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,Naps,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,Product Reviews,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,Sleep Environment,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,Sleep Products,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,Sleep Regressions,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,Sleep Safety,True
/blog/the-power-of-calm-but-awake-for-babies,/blog,Transitions,True
/blog/the-power-of-calm-but-awake-for-babies,/author/sally-woods,,True
/blog/the-power-of-calm-but-awake-for-babies,/contact,Contact Us,True
/login,/,,True
/login,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/login,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/login,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/login,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/login,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/login,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/login,/blog,Blog,True
/login,/about-sally,About,True
/login,/login,Log In,True
/login,/resource_redirect/offers/6irarwak,Join Snooze,True
/login,/password/new,Forgot Password,True
/login,/contact,Contact Us,True
/login,/offers/4zhpsrcs,Book a Consultation,True
/offers/5xl3narf/checkout,/,,True
/offers/5xl3narf/checkout,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/offers/5xl3narf/checkout,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/offers/5xl3narf/checkout,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/offers/5xl3narf/checkout,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/offers/5xl3narf/checkout,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/offers/5xl3narf/checkout,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/offers/5xl3narf/checkout,/blog,Blog,True
/offers/5xl3narf/checkout,/about-sally,About,True
/offers/5xl3narf/checkout,/login,Log In,True
/offers/5xl3narf/checkout,/resource_redirect/offers/6irarwak,Join Snooze,True
/offers/5xl3narf/checkout,/password/new,Forgot Password,True
/offers/5xl3narf/checkout,/contact,Contact Us,True
/offers/5xl3narf/checkout,/offers/4zhpsrcs,Book a Consultation,True
/4-month-sleep-regression-survival-guide,/,,True
/4-month-sleep-regression-survival-guide,/4-month-sleep-regression-survival-guide,"YES, I NEED SLEEP!",True
/one-on-one-sleep-consultations,/,,True
/one-on-one-sleep-consultations,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/one-on-one-sleep-consultations,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/one-on-one-sleep-consultations,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/one-on-one-sleep-consultations,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
/one-on-one-sleep-consultations,/one-on-one-sleep-consultations,Book a Consultation with Sally,True
/one-on-one-sleep-consultations,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/one-on-one-sleep-consultations,/blog,Blog,True
/one-on-one-sleep-consultations,/about-sally,About,True
/one-on-one-sleep-consultations,/login,Log In,True
/one-on-one-sleep-consultations,/resource_redirect/offers/6irarwak,Join Snooze,True
/one-on-one-sleep-consultations,/one-on-one-sleep-consultations,View Consultation Packages,True
/one-on-one-sleep-consultations,/offers/4zhpsrcs/checkout,Book Your Consultation,True
/one-on-one-sleep-consultations,/offers/z63s9var,Join Snooze,True
/one-on-one-sleep-consultations,/offers/jrxwanvo/checkout,Book Follow-Up,True
/one-on-one-sleep-consultations,/offers/mwisia6a/checkout,Book Your 2-Week Package,True
/one-on-one-sleep-consultations,/products/communities/v2/snooze,Tell Me About Your Village,True
/one-on-one-sleep-consultations,/snooze-library,Library Access,True
/one-on-one-sleep-consultations,/products/communities/v2/snooze,Snooze Village,True
/one-on-one-sleep-consultations,/account,Your Account,True
/one-on-one-sleep-consultations,/contact,Contact Us,True
/one-on-one-sleep-consultations,/terms-conditions,Terms of Service,True
/one-on-one-sleep-consultations,/privacy-policy,Privacy Policy,True
/one-on-one-sleep-consultations,/offers/4zhpsrcs,Book a Consultation,True
/offers/jrxwanvo/checkout,/,,True
/offers/jrxwanvo/checkout,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/offers/jrxwanvo/checkout,/blog,Blog,True
/offers/jrxwanvo/checkout,/about-sally,About,True
/offers/jrxwanvo/checkout,/contact,Contact,True
/offers/jrxwanvo/checkout,/login,Log In,True
/offers/jrxwanvo/checkout,/terms-conditions,Terms & Conditions,True
/offers/4zhpsrcs,/,,True
/offers/4zhpsrcs,/camp-snooze-sleep-coaching,Camp Snooze 🏕️,True
/offers/4zhpsrcs,/blog,Blog,True
/offers/4zhpsrcs,/about-sally,About,True
/offers/4zhpsrcs,/contact,Contact,True
/offers/4zhpsrcs,/login,Log In,True
/offers/4zhpsrcs,/offers/jrxwanvo,book here,True
/offers/4zhpsrcs,/terms-conditions,Terms & Conditions,True
/blog/tips-for-managing-baby-early-wake-ups,/,,True
/blog/tips-for-managing-baby-early-wake-ups,/newborn-sleep-guide,0-3 Months - Newborn Sleep Guide,True
/blog/tips-for-managing-baby-early-wake-ups,/3-4-month-baby-sleep-course,3-4 Months - Baby Sleep Course,True
/blog/tips-for-managing-baby-early-wake-ups,/5-12-month-baby-sleep-course,5-12 Months - Sleep Training Course,True
/blog/tips-for-managing-baby-early-wake-ups,/toddler-toolkit,12+ Months - Toddler Sleep Toolkit,True
